"FileName","Well","Treatment","2N peak","4N peak","< 2N","2N","S","4N","> 4N","Total","< 2N (%)","2N (%)","S (%)","4N (%)","> 4N (%)"
"Nuclei_MCF7","M03","NaCl-CisPt",7.4897959183673466,14.469387755102041,13.0,249.0,72.0,82.0,13.0,429.0,3.0303030303030303,58.04195804195804,16.783216783216783,19.114219114219114,3.0303030303030303
"Nuclei_MCF7","M04","Cisplatin 1.6 uM",7.4897959183673466,14.081632653061224,1.0,131.0,59.0,79.0,13.0,283.0,0.35335689045936397,46.289752650176681,20.848056537102476,27.915194346289752,4.5936395759717312
"Nuclei_MCF7","M05","Cisplatin 1.6 uM",7.1020408163265305,14.081632653061224,4.0,79.0,57.0,58.0,7.0,205.0,1.9512195121951219,38.536585365853661,27.804878048780491,28.292682926829265,3.4146341463414638
"Nuclei_MCF7","M06","Cisplatin 1.6 uM",7.8775510204081627,13.693877551020408,10.0,149.0,88.0,143.0,19.0,409.0,2.4449877750611249,36.430317848410759,21.515892420537895,34.963325183374081,4.6454767726161368
"Nuclei_MCF7","M07","Cisplatin 5 uM",7.4897959183673466,13.693877551020408,1.0,63.0,61.0,47.0,14.0,186.0,0.53763440860215062,33.87096774193548,32.795698924731184,25.268817204301076,7.5268817204301079
"Nuclei_MCF7","M08","Cisplatin 5 uM",7.4897959183673466,10.979591836734693,16.0,52.0,41.0,69.0,80.0,258.0,6.2015503875968996,20.155038759689923,15.891472868217054,26.744186046511626,31.007751937984494
"Nuclei_MCF7","M09","Cisplatin 5 uM",7.8775510204081627,13.306122448979592,6.0,85.0,66.0,103.0,33.0,293.0,2.0477815699658701,29.010238907849828,22.525597269624573,35.153583617747444,11.262798634812286
"Nuclei_MCF7","M10","Cisplatin 15 uM",7.4897959183673466,13.693877551020408,2.0,147.0,58.0,89.0,10.0,306.0,0.65359477124183007,48.03921568627451,18.954248366013072,29.084967320261441,3.2679738562091507
"Nuclei_MCF7","M11","Cisplatin 15 uM",7.4897959183673466,13.306122448979592,3.0,90.0,59.0,51.0,8.0,211.0,1.4218009478672986,42.654028436018962,27.962085308056871,24.170616113744074,3.7914691943127963
"Nuclei_MCF7","M12","Cisplatin 15 uM",7.4897959183673466,13.693877551020408,5.0,106.0,44.0,55.0,7.0,217.0,2.3041474654377883,48.847926267281103,20.276497695852534,25.345622119815669,3.225806451612903
"Nuclei_MCF7","N01","Untreated",7.4897959183673466,14.081632653061224,5.0,195.0,35.0,96.0,17.0,348.0,1.4367816091954022,56.034482758620683,10.057471264367816,27.586206896551722,4.8850574712643677
"Nuclei_MCF7","N02","Untreated",7.4897959183673466,14.857142857142858,7.0,297.0,86.0,84.0,27.0,501.0,1.3972055888223553,59.281437125748504,17.165668662674651,16.766467065868262,5.3892215568862278
"Nuclei_MCF7","N03","Untreated",7.4897959183673466,14.081632653061224,5.0,173.0,53.0,54.0,21.0,306.0,1.6339869281045754,56.535947712418299,17.320261437908496,17.647058823529413,6.8627450980392162
"Nuclei_MCF7","N04","Untreated",7.4897959183673466,12.918367346938775,2.0,169.0,70.0,72.0,21.0,334.0,0.5988023952095809,50.598802395209589,20.958083832335326,21.556886227544911,6.2874251497005984
"Nuclei_MCF7","N05","Untreated",7.8775510204081627,14.081632653061224,3.0,376.0,73.0,126.0,12.0,590.0,0.50847457627118642,63.728813559322028,12.372881355932204,21.35593220338983,2.0338983050847457
"Nuclei_MCF7","N06","Untreated",7.4897959183673466,14.081632653061224,8.0,308.0,63.0,105.0,24.0,508.0,1.5748031496062991,60.629921259842526,12.401574803149607,20.669291338582678,4.7244094488188972
"Nuclei_MCF7","N07","Untreated",7.4897959183673466,14.081632653061224,7.0,247.0,45.0,72.0,19.0,390.0,1.7948717948717947,63.333333333333329,11.538461538461538,18.461538461538463,4.8717948717948723
"Nuclei_MCF7","N08","Untreated",7.4897959183673466,13.306122448979592,5.0,274.0,96.0,100.0,16.0,491.0,1.0183299389002036,55.804480651731161,19.551934826883908,20.366598778004075,3.2586558044806515
"Nuclei_MCF7","N09","Untreated",7.1020408163265305,13.693877551020408,3.0,239.0,48.0,55.0,12.0,357.0,0.84033613445378152,66.946778711484583,13.445378151260504,15.406162464985995,3.3613445378151261
"Nuclei_MCF7","N10","Untreated",7.4897959183673466,13.693877551020408,4.0,269.0,77.0,113.0,14.0,477.0,0.83857442348008393,56.394129979035633,16.142557651991616,23.689727463312369,2.9350104821802936
"Nuclei_MCF7","N11","Untreated",7.4897959183673466,13.306122448979592,4.0,238.0,90.0,80.0,42.0,454.0,0.88105726872246704,52.42290748898678,19.823788546255507,17.621145374449341,9.251101321585903
"Nuclei_MCF7","N12","Untreated",7.4897959183673466,14.081632653061224,9.0,188.0,42.0,57.0,7.0,303.0,2.9702970297029703,62.046204620462042,13.861386138613863,18.811881188118811,2.3102310231023102
